,Asians,Black,White,average
0,0.9999999999999964,0.9999584198033382,1.0000000000000102,0.9999861399344483
1,0.9999999999999964,0.9999364765501435,0.9999999421161041,0.9999788062220812
2,0.9999999999999964,0.9998910808579855,0.9999967560954801,0.9999626123178208
3,0.9999999999999964,0.9997690659249463,0.9999949513303029,0.9999213390850819
4,0.9999999135581186,0.9985830057489837,0.9999902624549329,0.9995243939206784
5,0.9999999135581186,0.9983025768924545,0.9999861317894393,0.9994295407466708
6,0.9999991074353031,0.9975701111156212,0.9999377078508398,0.9991689754672547
7,0.9999703116762247,0.9967546973173006,0.9999132235455062,0.9988794108463438
8,0.9999673120842559,0.9956464211200551,0.9998465771885147,0.9984867701309419
9,0.9999587789520128,0.9948140249212426,0.999782219497116,0.9981850077901239
10,0.9999259904064296,0.9933638720109562,0.9996677864134489,0.9976525496102783
11,0.9999193025236613,0.9922623305414158,0.9995815208149886,0.9972543846266886
12,0.9872187919866267,0.9893878862501658,0.999457761953008,0.9920214800632667
13,0.9869558829571167,0.9872379208428642,0.9992133815399574,0.9911357284466461
14,0.986727007146826,0.9845964096195811,0.9989970198752028,0.99010681221387
15,0.9861308631097206,0.981961751100913,0.9987397608934914,0.9889441250347083
16,0.9848787800725215,0.9739600608960507,0.998261983193854,0.9857002747208087
17,0.9843277076492337,0.9689529385356049,0.997770745726702,0.9836837973038469
18,0.9836077119803607,0.9629744438485972,0.9970019788736735,0.9811947115675439
19,0.982553359679623,0.9553146809890288,0.9960798320483794,0.9779826242390105
20,0.9812777760554111,0.945844341639229,0.9896257761477935,0.9722492979474778
21,0.9804951555391208,0.9367127191990523,0.9878680790585401,0.9683586512655711
22,0.9794575271365888,0.9270284998677114,0.9857857443690242,0.9640905904577748
23,0.9781934338947097,0.9154442309175541,0.9829682137741713,0.9588686261954784
24,0.9745809874905302,0.9040841863988537,0.974707916980281,0.9511243636232217
25,0.970805256270172,0.892510475653567,0.9707907990602416,0.9447021769946602
26,0.9641482777513283,0.881164752595844,0.9650100458107191,0.9367743587192972
27,0.9604271013026314,0.8677925337330482,0.9583119560885822,0.9288438637080872
28,0.9560989736709559,0.850216792018748,0.9489515023936288,0.9184224226944441
29,0.9450762606652137,0.8340505476257364,0.9391653875416813,0.9060973986108771
30,0.9411503792638167,0.8178136756061287,0.9293803620268704,0.8961148056322719
31,0.9359832869515127,0.796957640323955,0.9176159695931803,0.8835189656228826
32,0.9258168032053704,0.7780482185438817,0.8994699138702142,0.8677783118731556
33,0.9177353021516409,0.7572536136067486,0.8861262401923309,0.8537050519835735
34,0.9050196598276622,0.7376555151010451,0.8732834322232956,0.8386528690506676
35,0.8982732112189558,0.7142858972033654,0.8568333579656773,0.8231308221293329
36,0.8905182683468053,0.6931270980625618,0.8333499020792587,0.8056650894962086
37,0.8802659540612855,0.6719071916288534,0.8158601144664286,0.7893444200521892
38,0.8711361878017339,0.6533698428732578,0.7933714750672333,0.7726258352474082
39,0.8606626355292867,0.6301978145597548,0.770443337744706,0.7537679292779158
