,Asians,Black,White,average
0,0.8881994132616394,0.979649716206824,0.9996492423738573,0.955832790614107
1,0.8619338172417501,0.9754714011889161,0.9991015337596042,0.9455022507300902
2,0.8603650698120683,0.9745095310091714,0.9987740403842321,0.9445495470684905
3,0.8602958224954748,0.9743839947926002,0.9986894986209596,0.9444564386363448
4,0.8050992259848851,0.9705672832680358,0.9984126762041212,0.924693061819014
5,0.7631322176718894,0.9641661282784997,0.997224474120736,0.9081742733570417
6,0.7581769150896417,0.9450822325409806,0.9953495769869666,0.8995362415391962
7,0.6880983678287372,0.9250157225261952,0.9934445737482788,0.8688528880344037
8,0.6772528704996741,0.9216244034508427,0.992731655096393,0.8638696430156366
9,0.6297080129528079,0.9000798832804192,0.9870690675619307,0.8389523212650526
10,0.622470784226962,0.8947528637636281,0.9783034702143515,0.8318423727349805
11,0.6070667817622791,0.8877057857438743,0.9694670768422504,0.8214132147828014
12,0.5915713505425673,0.8622762061905482,0.9654218262083862,0.8064231276471672
13,0.5814795218083472,0.8464544832204495,0.9614549725306903,0.796462992519829
14,0.5428377576827952,0.8178620743216587,0.9515288969382392,0.7707429096475643
15,0.4846622408758238,0.8033831751582301,0.9400962966895886,0.7427139042412142
16,0.46481615925676867,0.7837865029554402,0.9283775528321199,0.7256600716814429
17,0.46018202985002155,0.7725068759760775,0.9211753461731935,0.7179547506664309
18,0.37690616243809805,0.7462244317282658,0.9021386287309413,0.6750897409657685
19,0.35161378892798145,0.7289135571867977,0.8855201265078456,0.6553491575408749
20,0.34175063138070544,0.7075766249957612,0.8730657753829466,0.6407976772531377
21,0.32301369604084484,0.6768800640844571,0.8603559545579449,0.6200832382277489
22,0.28346656101047973,0.6430695381483066,0.8456479087659114,0.5907280026415659
23,0.24320627467640263,0.6160881604965658,0.824689231857436,0.5613278890101349
24,0.22947063786208421,0.604381166222906,0.8042569314206302,0.5460362451685401
25,0.20889492189463044,0.5873647512979439,0.7877884680475924,0.5280160470800556
26,0.19323168694733517,0.5366918735274033,0.7770571912445047,0.5023269172397478
27,0.17730465152037506,0.5117779560236485,0.7529185954670655,0.48066706767036305
28,0.1654047823339837,0.4790713234267989,0.7315927827532727,0.4586896295046851
29,0.1403765857321355,0.4593844478446825,0.7146627478885934,0.43814126048847046
30,0.12591999073842655,0.4358454126659992,0.698988689144592,0.4202513641830059
31,0.11840603116184717,0.409106579037254,0.6685250460064595,0.39867921873518686
32,0.10126440713708314,0.38260094784055687,0.6353664460458573,0.37307726700783245
33,0.08016197161039434,0.3598048644431366,0.6139864710830211,0.35131776904551737
34,0.07699219588576284,0.3357391209533824,0.6004490500530567,0.3377267889640673
35,0.07056501421601023,0.3050151047195139,0.5696530833030625,0.3150777340795289
36,0.05656428277103357,0.2833912518649217,0.5288788940714318,0.2896114762357957
37,0.050786016229250115,0.2665766924926899,0.5021458293927682,0.27316951270490275
38,0.042360838082335005,0.24852174386866588,0.48275972148792407,0.257880767812975
39,0.039437804829329626,0.2328831565586127,0.4700340053357964,0.2474516555745796
